summary,vocab,relation,category
edoya japanese restaurant bangkok is affordable craft beer range,beer,foodreview,1
edoya japanese restaurant bangkok is awesome beer bar,beer,foodreview,1
edoya japanese restaurant bangkok is friendly and relaxed craft beer,relaxed,Locationreviews,0
edoya japanese restaurant bangkok is really good thai craft beer,beer,foodreview,1
eest is cool place to hang out,place to,Locationreviews,0
eest is excellent selection of beer in a great garden atmosphere,beer,foodreview,1
efe mediterranean cuisine restaurant is add smoked salmon please,cuisine,foodreview,1
efe mediterranean cuisine restaurant is excellent services with above standard hotel seafood buffet,cuisine,foodreview,1
efe mediterranean cuisine restaurant is good service and breakfast buffet,cuisine,foodreview,1
efe mediterranean cuisine restaurant is happy anniversary,cuisine,foodreview,1
efes restaurant is add smoked salmon please,salmon,foodreview,1
efes restaurant is excellent services with above standard hotel seafood buffet,buffet,foodreview,1
efes restaurant is good service and breakfast buffet,breakfast,foodreview,1
eiah sae is best food in krabi,best food,foodreview,1
eiah sae is best food we had all week,best food,foodreview,1
eiah sae is wow this place rocks,place,Locationreviews,0
eight o clock home cafe is amazing crepes and good combo set,crepes,foodreview,1
eight o clock home cafe is delicious cr pes a lovely owner,delicious,foodreview,1
eight o clock home cafe is delicious crepe,delicious,foodreview,1
eightfold restaurant is omg so yum,yum,foodreview,1
ekamai beer house is bruch getaways,beer,foodreview,1
ekamai beer house is pleasant saturday breakfast,beer,foodreview,1
ekamai beer house is relaxing with good service,beer,foodreview,1
ekamai beers house is love this place,love this place,Locationreviews,0
el gaucho argentinian steakhouse is aircon is broken for months now you lost me as as a very frequent client for good,steakhouse,foodreview,1
el gaucho argentinian steakhouse is fabulous,steakhouse,foodreview,1
el gaucho argentinian steakhouse is just amazing,steakhouse,foodreview,1
el gaucho argentinian steakhouse is relaxed and tasty,steakhouse,foodreview,1
el gaucho argentinian steakhouse patong is aircon is broken for months now you lost me as as a very frequent client for good,steakhouse,foodreview,1
el gaucho argentinian steakhouse patong is fabulous,steakhouse,foodreview,1
el gaucho argentinian steakhouse patong is just amazing,steakhouse,foodreview,1
el gaucho argentinian steakhouse patong is relaxed and tasty,steakhouse,foodreview,1
el gaucho argentinian steakhouse sukhumvit soi 11 bangkok is disappointed,steakhouse,foodreview,1
el gaucho argentinian steakhouse sukhumvit soi 11 bangkok is good pizza and spaghetti,steakhouse,foodreview,1
el gaucho argentinian steakhouse sukhumvit soi 11 bangkok is good pizza friendly staff,steakhouse,foodreview,1
el gaucho argentinian steakhouse sukhumvit soi 11 bangkok is worst customer service ever,steakhouse,foodreview,1
el gaucho restaurant karon beach is a good dining choice in asiatique,karon beach,Locationreviews,0
el gaucho restaurant karon beach is doug g,karon beach,Locationreviews,0
el gaucho restaurant karon beach is hair in the food,karon beach,Locationreviews,0
el gaucho restaurant karon beach is totally disaster,karon beach,Locationreviews,0
el greco greek and mediterranean restaurant is good for office lunch,lunch,foodreview,1
el greco greek and mediterranean restaurant is very good lunch,lunch,foodreview,1
el lugar bar and tapas is average food with horrendous service,tapas,foodreview,1
el lugar bar and tapas is best curry in pattaya,tapas,foodreview,1
el lugar bar and tapas is dirty table linen,tapas,foodreview,1
el lugar bar and tapas is may have changed cooks not as good as in the past but still worthwhile,tapas,foodreview,1
el mercado bangkok is this is the place for wine lover,place,Locationreviews,0
el murphy s irish pub is amazing italian food,italian food,foodreview,1
el murphy s irish pub is clean italian restaurant with good food,good food,foodreview,1
el patio is best pizza in town,town,Locationreviews,0
el toro cafe is average dim sum,dim sum,foodreview,1
el toro house of meat steakhouse is amazing chef s dinner,meat,foodreview,1
el toro house of meat steakhouse is amazing food experience,meat,foodreview,1
el toro house of meat steakhouse is chef s table,meat,foodreview,1
el toro house of meat steakhouse is the chefs table offered by chef andrea genio exceeded expectations of culinary excellence,meat,foodreview,1
elefin at hansar bangkok is average value buffet,buffet,foodreview,1
elefin at hansar bangkok is lovely dinner buffet,dinner,foodreview,1
elefin at hansar bangkok is vegetarian options are great,vegetarian,foodreview,1
elefin at hansar bangkok is very good dinner seafood buffet,dinner,foodreview,1
elefin coffees is good little place,place,Locationreviews,0
elefin coffees is good place,place,Locationreviews,0
element is delicious indian food in phuket,delicious,foodreview,1
element is excellent and delicious,delicious,foodreview,1
elementi rooftop grill bar is delicious dinner,delicious,foodreview,1
elements is delicious dinner,delicious,foodreview,1
elephant cafe bar is as always best food,best food,foodreview,1
elephant cafe bar is awesome place for meal,place,Locationreviews,0
elephant cafe bar is excellent restaurant for indian food in phuket near patong beach,indian food,foodreview,1
elephant cafe by tan is delicious food,delicious,foodreview,1
elephant cafe by tan is excellent vegetarian food,vegetarian,foodreview,1
elephant cafe by tan is simply delicious,delicious,foodreview,1
elephant no 9 restaurant is good food price,good food,foodreview,1
elephant no 9 restaurant is great food and staff,great food,foodreview,1
eleven two co is best place on the island,place,Locationreviews,0
eleven two co is dinner 4 2,dinner,foodreview,1
elicious is simple food but so tasty,tasty,foodreview,1
elicious is very friendly and great food,great food,foodreview,1
elysian tea is beautiful food,beautiful,Locationreviews,0
elysian tea is great food,great food,foodreview,1
elysian tea is quality food,quality food,foodreview,1
embassy room is little oasis,oasis,foodreview,1
embassy room is nice food in bangkok near kao san road,nice food,foodreview,1
embassy room is very nice good food great people,good food,foodreview,1
emm restaurant is little oasis,oasis,foodreview,1
emm restaurant is nice food in bangkok near kao san road,nice food,foodreview,1
emm restaurant is very nice good food great people,good food,foodreview,1
emmy thaifood is beautiful italian,beautiful,Locationreviews,0
emmy thaifood is good view in patong,good view,Locationreviews,0
emmy thaifood is yummy food,yummy,foodreview,1
en vogue restaurant is breakfast an over promise,breakfast,foodreview,1
en vogue restaurant is great meal location,great meal,foodreview,1
engine house sports bar and restaurant is atmosphere and good desserts,desserts,foodreview,1
engine house sports bar and restaurant is beautiful place but eggs ben not well done,beautiful place,Locationreviews,0
enjoy bkk bistro bar is breakfast an over promise,breakfast,foodreview,1
enjoy bkk bistro bar is great meal location,great meal,foodreview,1
enjoy restaurant is great coffee and desserts by the river,desserts,foodreview,1
enjoy restaurant is nice lunch place great coffee ample and easy choices,lunch,foodreview,1
enjoy restaurant is quality food and service,quality food,foodreview,1
enoteca italiana is super delicious and very good price,delicious,foodreview,1
esaan nation kitchen is after golf dinner,dinner,foodreview,1
escape bangkok emquartier is best food,best food,foodreview,1
escape bangkok emquartier is if you like food this is the place for you,place,Locationreviews,0
espresso restaurant is great food,espresso,foodreview,1
espresso restaurant is nice food and good manager,espresso,foodreview,1
espresso restaurant is vegetarian pizza choices,espresso,foodreview,1
espresso restaurant is very tasty meals,espresso,foodreview,1
est 33 the up rama 3 is delicious,delicious,foodreview,1
est 33 the up rama 3 is great food in lovely atmosphere,great food,foodreview,1
est 33 the up rama 3 is quick lunch,lunch,foodreview,1
est 33 the up rama 3 is superb food fresh feast,superb food,foodreview,1
estacio seafood cafe is original taste,taste,foodreview,1
estacio seafood cafe is tasty,tasty,foodreview,1
etho s restaurant lounge is really good italian food,italian food,foodreview,1
ethos vegetarian restaurant is bland food and overpriced,vegetarian,foodreview,1
ethos vegetarian restaurant is great little restaurant,vegetarian,foodreview,1
ethos vegetarian restaurant is just great,vegetarian,foodreview,1
ethos vegetarian restaurant is near enough is good enough,vegetarian,foodreview,1
eurasian restaurant is a beautiful evening,beautiful,Locationreviews,0
eurasian restaurant is amazing location amazing service crew,location,Locationreviews,0
eurasian restaurant is two words lobster linguine,lobster,foodreview,1
euro curry ban chang is authentic italian food great service,curry,foodreview,1
euro curry ban chang is friendly staff great food,curry,foodreview,1
euro curry ban chang is great italian food,curry,foodreview,1
euro curry ban chang is very disappointed,curry,foodreview,1
euro deli sausage house hua hin is nice tasty,tasty,foodreview,1
euro deli sausage house hua hin is really good pizza,good pizza,foodreview,1
euro diner bar is authentic italian food,italian food,foodreview,1
euro diner bar is eat at enrico,eat,foodreview,1
euro diner bar is real and delicious pizza,delicious,foodreview,1
eurothai restaurant is good food and great service,good food,foodreview,1
everest international food is best service and meal,international food,foodreview,1
everest international food is good food and great service,international food,foodreview,1
